,states,year,quarter,district,registered_user_counts
1383,gujarat,2018,1,rajkot,133017
1384,gujarat,2018,1,gandhinagar,118201
1385,gujarat,2018,1,bharuch,101575
1386,gujarat,2018,1,kachchh,97838
1387,gujarat,2018,1,mahesana,97004
1388,gujarat,2018,1,banas kantha,93506
1389,gujarat,2018,1,bhavnagar,87683
1390,gujarat,2018,2,ahmadabad,751746
1391,gujarat,2018,2,surat,652372
1392,gujarat,2018,2,vadodara,271730
1393,gujarat,2018,2,rajkot,174778
1394,gujarat,2018,2,gandhinagar,155539
1395,gujarat,2018,2,bharuch,134500
1396,gujarat,2018,2,kachchh,128064
1397,gujarat,2018,2,mahesana,127614
1398,gujarat,2018,2,banas kantha,125849
1399,gujarat,2018,2,bhavnagar,115812
1400,gujarat,2018,3,ahmadabad,919252
1401,gujarat,2018,3,surat,808005
1402,gujarat,2018,3,vadodara,335125
1403,gujarat,2018,3,rajkot,215459
1404,gujarat,2018,3,gandhinagar,190882
1405,gujarat,2018,3,bharuch,169322
1406,gujarat,2018,3,banas kantha,159591
1407,gujarat,2018,3,kachchh,158762
1408,gujarat,2018,3,mahesana,157274
1409,gujarat,2018,3,bhavnagar,141243
1410,gujarat,2018,4,ahmadabad,1212636
1411,gujarat,2018,4,surat,998807
1412,gujarat,2018,4,vadodara,421895
1413,gujarat,2018,4,rajkot,260602
1414,gujarat,2018,4,gandhinagar,242368
1415,gujarat,2018,4,bharuch,211843
1416,gujarat,2018,4,banas kantha,197774
1417,gujarat,2018,4,kachchh,195295
1418,gujarat,2018,4,mahesana,192493
1419,gujarat,2018,4,bhavnagar,173699
1420,gujarat,2019,1,ahmadabad,1450100
1421,gujarat,2019,1,surat,1180819
1422,gujarat,2019,1,vadodara,502520
1423,gujarat,2019,1,rajkot,304415
1424,gujarat,2019,1,gandhinagar,291858
1425,gujarat,2019,1,bharuch,252826
1426,gujarat,2019,1,banas kantha,239613
1427,gujarat,2019,1,kachchh,231871
1428,gujarat,2019,1,mahesana,230403
1429,gujarat,2019,1,valsad,209477
1430,gujarat,2019,2,ahmadabad,1656341
1431,gujarat,2019,2,surat,1338584
1432,gujarat,2019,2,vadodara,572031
1433,gujarat,2019,2,rajkot,345178
1434,gujarat,2019,2,gandhinagar,333056
1435,gujarat,2019,2,bharuch,284296
1436,gujarat,2019,2,banas kantha,271379
1437,gujarat,2019,2,kachchh,261458
1438,gujarat,2019,2,mahesana,259949
1439,gujarat,2019,2,valsad,238764
1440,gujarat,2019,3,ahmadabad,1848860
1441,gujarat,2019,3,surat,1481391
1442,gujarat,2019,3,vadodara,637678
1443,gujarat,2019,3,rajkot,384852
1444,gujarat,2019,3,gandhinagar,372464
1445,gujarat,2019,3,bharuch,315856
1446,gujarat,2019,3,banas kantha,301373
1447,gujarat,2019,3,mahesana,286652
1448,gujarat,2019,3,kachchh,285519
1449,gujarat,2019,3,valsad,266134
1450,gujarat,2019,4,ahmadabad,2015947
1451,gujarat,2019,4,surat,1624077
1452,gujarat,2019,4,vadodara,700817
1453,gujarat,2019,4,rajkot,426178
1454,gujarat,2019,4,gandhinagar,408526
1455,gujarat,2019,4,bharuch,350619
1456,gujarat,2019,4,banas kantha,339582
1457,gujarat,2019,4,mahesana,316985
1458,gujarat,2019,4,kachchh,314732
1459,gujarat,2019,4,valsad,296977
1460,gujarat,2020,1,ahmadabad,2185983
1461,gujarat,2020,1,surat,1772703
1462,gujarat,2020,1,vadodara,763969
1463,gujarat,2020,1,rajkot,469636
1464,gujarat,2020,1,gandhinagar,445290
1465,gujarat,2020,1,banas kantha,386212
1466,gujarat,2020,1,bharuch,384819
1467,gujarat,2020,1,mahesana,349897
1468,gujarat,2020,1,kachchh,347270
1469,gujarat,2020,1,valsad,330053
1470,gujarat,2020,2,ahmadabad,2384154
1471,gujarat,2020,2,surat,1935894
1472,gujarat,2020,2,vadodara,830759
1473,gujarat,2020,2,rajkot,522650
1474,gujarat,2020,2,gandhinagar,488351
1475,gujarat,2020,2,banas kantha,446603
1476,gujarat,2020,2,bharuch,423017
1477,gujarat,2020,2,mahesana,389562
1478,gujarat,2020,2,kachchh,385480
1479,gujarat,2020,2,valsad,372771
1480,gujarat,2020,3,ahmadabad,2580178
1481,gujarat,2020,3,surat,2092712
1482,gujarat,2020,3,vadodara,901492
1483,gujarat,2020,3,rajkot,573062
1484,gujarat,2020,3,gandhinagar,529771
1485,gujarat,2020,3,banas kantha,501471
1486,gujarat,2020,3,bharuch,462292
1487,gujarat,2020,3,mahesana,427950
1488,gujarat,2020,3,kachchh,423729
1489,gujarat,2020,3,valsad,410740
1490,gujarat,2020,4,ahmadabad,2787991
1491,gujarat,2020,4,surat,2278232
1492,gujarat,2020,4,vadodara,980658
1493,gujarat,2020,4,rajkot,627654
1494,gujarat,2020,4,gandhinagar,572461
1495,gujarat,2020,4,banas kantha,551645
1496,gujarat,2020,4,bharuch,508005
1497,gujarat,2020,4,kachchh,466855
1498,gujarat,2020,4,mahesana,464932
1499,gujarat,2020,4,valsad,452628
1500,gujarat,2021,1,ahmadabad,2999575
1501,gujarat,2021,1,surat,2458596
1502,gujarat,2021,1,vadodara,1053954
1503,gujarat,2021,1,rajkot,677301
1504,gujarat,2021,1,gandhinagar,615315
1505,gujarat,2021,1,banas kantha,598384
1506,gujarat,2021,1,bharuch,548541
1507,gujarat,2021,1,kachchh,505517
1508,gujarat,2021,1,mahesana,500511
1509,gujarat,2021,1,valsad,489062
1510,gujarat,2021,2,ahmadabad,3209841
1511,gujarat,2021,2,surat,2633443
1512,gujarat,2021,2,vadodara,1127636
1513,gujarat,2021,2,rajkot,726817
1514,gujarat,2021,2,gandhinagar,658428
1515,gujarat,2021,2,banas kantha,645073
1516,gujarat,2021,2,bharuch,588777
1517,gujarat,2021,2,kachchh,543585
1518,gujarat,2021,2,mahesana,536645
1519,gujarat,2021,2,valsad,524614
1520,gujarat,2021,3,ahmadabad,3445024
1521,gujarat,2021,3,surat,2830392
1522,gujarat,2021,3,vadodara,1210266
1523,gujarat,2021,3,rajkot,782611
1524,gujarat,2021,3,gandhinagar,706654
1525,gujarat,2021,3,banas kantha,698841
1526,gujarat,2021,3,bharuch,634589
1527,gujarat,2021,3,kachchh,587589
1528,gujarat,2021,3,mahesana,578072
1529,gujarat,2021,3,valsad,565423
1530,gujarat,2021,4,ahmadabad,3679243
1531,gujarat,2021,4,surat,3026960
1532,gujarat,2021,4,vadodara,1292097
1533,gujarat,2021,4,rajkot,837869
1534,gujarat,2021,4,gandhinagar,754369
1535,gujarat,2021,4,banas kantha,751116
1536,gujarat,2021,4,bharuch,679705
1537,gujarat,2021,4,kachchh,630878
1538,gujarat,2021,4,mahesana,618376
1539,gujarat,2021,4,valsad,605655
1540,gujarat,2022,1,ahmadabad,3897869
1541,gujarat,2022,1,surat,3210535
1542,gujarat,2022,1,vadodara,1368210
1543,gujarat,2022,1,rajkot,889499
1544,gujarat,2022,1,banas kantha,802470
1545,gujarat,2022,1,gandhinagar,799301
1546,gujarat,2022,1,bharuch,722367
1547,gujarat,2022,1,kachchh,671465
1548,gujarat,2022,1,mahesana,656908
1549,gujarat,2022,1,valsad,643742
1550,gujarat,2022,2,ahmadabad,4105172
1551,gujarat,2022,2,surat,3385398
1552,gujarat,2022,2,vadodara,1440949
1553,gujarat,2022,2,rajkot,937863
1554,gujarat,2022,2,banas kantha,849884
1555,gujarat,2022,2,gandhinagar,841732
1556,gujarat,2022,2,bharuch,762752
1557,gujarat,2022,2,kachchh,709339
1558,gujarat,2022,2,mahesana,692794
1559,gujarat,2022,2,valsad,679340
1560,gujarat,2022,3,ahmadabad,4319512
1561,gujarat,2022,3,surat,3567767
1562,gujarat,2022,3,vadodara,1515556
1563,gujarat,2022,3,rajkot,986904
1564,gujarat,2022,3,banas kantha,896869
1565,gujarat,2022,3,gandhinagar,885535
1566,gujarat,2022,3,bharuch,803845
1567,gujarat,2022,3,kachchh,747079
1568,gujarat,2022,3,mahesana,729723
1569,gujarat,2022,3,valsad,716467
1570,gujarat,2022,4,ahmadabad,4530853
1571,gujarat,2022,4,surat,3747780
1572,gujarat,2022,4,vadodara,1587831
1573,gujarat,2022,4,rajkot,1033159
1574,gujarat,2022,4,banas kantha,939693
1575,gujarat,2022,4,gandhinagar,927585
1576,gujarat,2022,4,bharuch,842519
1577,gujarat,2022,4,kachchh,781383
1578,gujarat,2022,4,mahesana,763693
1579,gujarat,2022,4,valsad,751767
1580,haryana,2018,1,gurugram,474081
1581,haryana,2018,1,faridabad,231504
1582,haryana,2018,1,hisar,113872
1583,haryana,2018,1,rewari,85350
1584,haryana,2018,1,sonipat,79638
1585,haryana,2018,1,panipat,74739
1586,haryana,2018,1,karnal,73612
1587,haryana,2018,1,sirsa,70800
1588,haryana,2018,1,rohtak,62452
1589,haryana,2018,1,bhiwani,57585
1590,haryana,2018,2,gurugram,621718
1591,haryana,2018,2,faridabad,306358
1592,haryana,2018,2,hisar,147599
1593,haryana,2018,2,rewari,113056
1594,haryana,2018,2,sonipat,106837
1595,haryana,2018,2,panipat,101243
1596,haryana,2018,2,karnal,98276
1597,haryana,2018,2,sirsa,91908
1598,haryana,2018,2,rohtak,82822
1599,haryana,2018,2,bhiwani,75485
1600,haryana,2018,3,gurugram,767369
1601,haryana,2018,3,faridabad,383316
1602,haryana,2018,3,hisar,176380
1603,haryana,2018,3,rewari,138368
1604,haryana,2018,3,sonipat,132705
1605,haryana,2018,3,panipat,124290
1606,haryana,2018,3,karnal,121471
1607,haryana,2018,3,sirsa,109165
1608,haryana,2018,3,rohtak,101649
1609,haryana,2018,3,ambala,92472
1610,haryana,2018,4,gurugram,967781
1611,haryana,2018,4,faridabad,521996
1612,haryana,2018,4,hisar,210671
1613,haryana,2018,4,rewari,172035
1614,haryana,2018,4,sonipat,165599
1615,haryana,2018,4,panipat,153137
1616,haryana,2018,4,karnal,149062
1617,haryana,2018,4,sirsa,127874
1618,haryana,2018,4,rohtak,124365
1619,haryana,2018,4,jhajjar,114488
1620,haryana,2019,1,gurugram,1159832
1621,haryana,2019,1,faridabad,634024
1622,haryana,2019,1,hisar,245236
1623,haryana,2019,1,rewari,207051
1624,haryana,2019,1,sonipat,199593
1625,haryana,2019,1,panipat,181548
1626,haryana,2019,1,karnal,177042
1627,haryana,2019,1,rohtak,147392
1628,haryana,2019,1,sirsa,146936
1629,haryana,2019,1,palwal,141953
1630,haryana,2019,2,gurugram,1307319
1631,haryana,2019,2,faridabad,716593
1632,haryana,2019,2,hisar,277720
1633,haryana,2019,2,rewari,238349
1634,haryana,2019,2,sonipat,230883
1635,haryana,2019,2,panipat,208172
1636,haryana,2019,2,karnal,204255
1637,haryana,2019,2,rohtak,169372
1638,haryana,2019,2,palwal,165665
1639,haryana,2019,2,sirsa,163468
1640,haryana,2019,3,gurugram,1447473
1641,haryana,2019,3,faridabad,792884
1642,haryana,2019,3,hisar,308179
1643,haryana,2019,3,rewari,266893
1644,haryana,2019,3,sonipat,261554
1645,haryana,2019,3,panipat,235346
1646,haryana,2019,3,karnal,230603
1647,haryana,2019,3,rohtak,190137
1648,haryana,2019,3,palwal,188217
1649,haryana,2019,3,jhajjar,185095
1650,haryana,2019,4,gurugram,1574240
1651,haryana,2019,4,faridabad,862595
1652,haryana,2019,4,hisar,339753
1653,haryana,2019,4,rewari,294161
1654,haryana,2019,4,sonipat,291479
1655,haryana,2019,4,panipat,262435
1656,haryana,2019,4,karnal,255280
1657,haryana,2019,4,rohtak,209750
1658,haryana,2019,4,palwal,209434
1659,haryana,2019,4,jhajjar,206377
1660,haryana,2020,1,gurugram,1700505
1661,haryana,2020,1,faridabad,935992
1662,haryana,2020,1,hisar,382469
1663,haryana,2020,1,sonipat,325111
1664,haryana,2020,1,rewari,323001
1665,haryana,2020,1,panipat,293916
1666,haryana,2020,1,karnal,283270
1667,haryana,2020,1,palwal,233542
1668,haryana,2020,1,rohtak,231317
1669,haryana,2020,1,jhajjar,230059
1670,haryana,2020,2,gurugram,1809777
1671,haryana,2020,2,faridabad,1010271
1672,haryana,2020,2,hisar,417164
1673,haryana,2020,2,sonipat,362890
1674,haryana,2020,2,rewari,354024
1675,haryana,2020,2,panipat,324833
1676,haryana,2020,2,karnal,313828
1677,haryana,2020,2,palwal,259528
1678,haryana,2020,2,jhajjar,256581
1679,haryana,2020,2,rohtak,254647
1680,haryana,2020,3,gurugram,1949331
1681,haryana,2020,3,faridabad,1094570
1682,haryana,2020,3,hisar,453910
1683,haryana,2020,3,sonipat,402001
1684,haryana,2020,3,rewari,388025
1685,haryana,2020,3,panipat,357830
1686,haryana,2020,3,karnal,344289
1687,haryana,2020,3,palwal,285223
1688,haryana,2020,3,jhajjar,284852
1689,haryana,2020,3,rohtak,280325
1690,haryana,2020,4,gurugram,2104240
1691,haryana,2020,4,faridabad,1182635
1692,haryana,2020,4,hisar,490971
1693,haryana,2020,4,sonipat,441088
1694,haryana,2020,4,rewari,421106
1695,haryana,2020,4,panipat,391952
1696,haryana,2020,4,karnal,374733
1697,haryana,2020,4,jhajjar,313144
1698,haryana,2020,4,palwal,310698
1699,haryana,2020,4,rohtak,305922
1700,haryana,2021,1,gurugram,2262589
1701,haryana,2021,1,faridabad,1272506
1702,haryana,2021,1,hisar,526528
1703,haryana,2021,1,sonipat,475192
1704,haryana,2021,1,rewari,453500
1705,haryana,2021,1,panipat,423131
1706,haryana,2021,1,karnal,402850
1707,haryana,2021,1,jhajjar,337303
1708,haryana,2021,1,palwal,335048
1709,haryana,2021,1,rohtak,329147
1710,haryana,2021,2,gurugram,2416391
1711,haryana,2021,2,faridabad,1360855
1712,haryana,2021,2,hisar,564047
1713,haryana,2021,2,sonipat,510058
1714,haryana,2021,2,rewari,485784
1715,haryana,2021,2,panipat,454218
1716,haryana,2021,2,karnal,432042
1717,haryana,2021,2,jhajjar,362160
1718,haryana,2021,2,palwal,359544
1719,haryana,2021,2,rohtak,353305
1720,haryana,2021,3,gurugram,2589324
1721,haryana,2021,3,faridabad,1459758
1722,haryana,2021,3,hisar,606513
1723,haryana,2021,3,sonipat,549613
1724,haryana,2021,3,rewari,522734
1725,haryana,2021,3,panipat,489226
1726,haryana,2021,3,karnal,464990
1727,haryana,2021,3,jhajjar,390612
1728,haryana,2021,3,palwal,387557
1729,haryana,2021,3,rohtak,380370
1730,haryana,2021,4,gurugram,2764490
1731,haryana,2021,4,faridabad,1559756
1732,haryana,2021,4,hisar,648827
1733,haryana,2021,4,sonipat,588700
1734,haryana,2021,4,rewari,559494
1735,haryana,2021,4,panipat,523678
1736,haryana,2021,4,karnal,497166
1737,haryana,2021,4,jhajjar,418950
1738,haryana,2021,4,palwal,415495
1739,haryana,2021,4,rohtak,407245
1740,haryana,2022,1,gurugram,2929873
1741,haryana,2022,1,faridabad,1654074
1742,haryana,2022,1,hisar,689980
1743,haryana,2022,1,sonipat,626016
1744,haryana,2022,1,rewari,595001
1745,haryana,2022,1,panipat,556104
1746,haryana,2022,1,karnal,527415
1747,haryana,2022,1,jhajjar,445888
1748,haryana,2022,1,palwal,441872
1749,haryana,2022,1,rohtak,432623
1750,haryana,2022,2,gurugram,3088176
1751,haryana,2022,2,faridabad,1743764
1752,haryana,2022,2,hisar,727942
1753,haryana,2022,2,sonipat,661278
1754,haryana,2022,2,rewari,628614
1755,haryana,2022,2,panipat,587006
1756,haryana,2022,2,karnal,555939
1757,haryana,2022,2,jhajjar,471357
1758,haryana,2022,2,palwal,466861
1759,haryana,2022,2,rohtak,456537
1760,haryana,2022,3,gurugram,3251792
1761,haryana,2022,3,faridabad,1837594
1762,haryana,2022,3,hisar,766206
1763,haryana,2022,3,sonipat,697349
1764,haryana,2022,3,rewari,663418
1765,haryana,2022,3,panipat,618937
1766,haryana,2022,3,karnal,584928
1767,haryana,2022,3,jhajjar,497580
1768,haryana,2022,3,palwal,492837
1769,haryana,2022,3,rohtak,481082
1770,haryana,2022,4,gurugram,3416098
1771,haryana,2022,4,faridabad,1930743
1772,haryana,2022,4,hisar,801156
1773,haryana,2022,4,sonipat,731324
1774,haryana,2022,4,rewari,696113
1775,haryana,2022,4,panipat,649292
1776,haryana,2022,4,karnal,611868
1777,haryana,2022,4,jhajjar,521692
1778,haryana,2022,4,palwal,516553
1779,haryana,2022,4,rohtak,504058
1780,himachal-pradesh,2018,1,solan,50035
1781,himachal-pradesh,2018,1,kangra,39016
1782,himachal-pradesh,2018,1,shimla,28214
1783,himachal-pradesh,2018,1,mandi,26238
1784,himachal-pradesh,2018,1,sirmaur,15880
1785,himachal-pradesh,2018,1,hamirpur,15614
1786,himachal-pradesh,2018,1,kullu,15318
1787,himachal-pradesh,2018,1,una,13234
1788,himachal-pradesh,2018,1,bilaspur,11975
1789,himachal-pradesh,2018,1,chamba,8678
1790,himachal-pradesh,2018,2,solan,68950
1791,himachal-pradesh,2018,2,kangra,54828
1792,himachal-pradesh,2018,2,shimla,38590
1793,himachal-pradesh,2018,2,mandi,36126
1794,himachal-pradesh,2018,2,sirmaur,22379
1795,himachal-pradesh,2018,2,hamirpur,21374
1796,himachal-pradesh,2018,2,kullu,21077
1797,himachal-pradesh,2018,2,una,18691
1798,himachal-pradesh,2018,2,bilaspur,16531
1799,himachal-pradesh,2018,2,chamba,12259
1800,himachal-pradesh,2018,3,solan,88724
1801,himachal-pradesh,2018,3,kangra,71494
1802,himachal-pradesh,2018,3,shimla,49820
1803,himachal-pradesh,2018,3,mandi,45876
1804,himachal-pradesh,2018,3,sirmaur,28959
1805,himachal-pradesh,2018,3,hamirpur,27915
1806,himachal-pradesh,2018,3,kullu,26840
1807,himachal-pradesh,2018,3,una,24952
1808,himachal-pradesh,2018,3,bilaspur,21030
1809,himachal-pradesh,2018,3,chamba,16157
1810,himachal-pradesh,2018,4,solan,113278
1811,himachal-pradesh,2018,4,kangra,92887
1812,himachal-pradesh,2018,4,shimla,64640
1813,himachal-pradesh,2018,4,mandi,58526
1814,himachal-pradesh,2018,4,sirmaur,38194
1815,himachal-pradesh,2018,4,hamirpur,35979
1816,himachal-pradesh,2018,4,kullu,34719
1817,himachal-pradesh,2018,4,una,32451
1818,himachal-pradesh,2018,4,bilaspur,26517
1819,himachal-pradesh,2018,4,chamba,21538
1820,himachal-pradesh,2019,1,solan,139300
1821,himachal-pradesh,2019,1,kangra,115120
1822,himachal-pradesh,2019,1,shimla,80651
1823,himachal-pradesh,2019,1,mandi,72963
1824,himachal-pradesh,2019,1,sirmaur,47638
1825,himachal-pradesh,2019,1,hamirpur,44206
1826,himachal-pradesh,2019,1,kullu,43436
1827,himachal-pradesh,2019,1,una,40315
1828,himachal-pradesh,2019,1,bilaspur,32537
1829,himachal-pradesh,2019,1,chamba,27481
1830,himachal-pradesh,2019,2,solan,159989
1831,himachal-pradesh,2019,2,kangra,139517
1832,himachal-pradesh,2019,2,shimla,96928
1833,himachal-pradesh,2019,2,mandi,86701
1834,himachal-pradesh,2019,2,sirmaur,55409
1835,himachal-pradesh,2019,2,kullu,51977
1836,himachal-pradesh,2019,2,hamirpur,51669
1837,himachal-pradesh,2019,2,una,47644
1838,himachal-pradesh,2019,2,bilaspur,38131
1839,himachal-pradesh,2019,2,chamba,33377
1840,himachal-pradesh,2019,3,solan,178922
1841,himachal-pradesh,2019,3,kangra,160161
1842,himachal-pradesh,2019,3,shimla,110575
1843,himachal-pradesh,2019,3,mandi,98589
1844,himachal-pradesh,2019,3,sirmaur,62048
1845,himachal-pradesh,2019,3,kullu,59192
1846,himachal-pradesh,2019,3,hamirpur,58950
1847,himachal-pradesh,2019,3,una,54164
1848,himachal-pradesh,2019,3,bilaspur,43115
1849,himachal-pradesh,2019,3,chamba,37974
1850,himachal-pradesh,2019,4,solan,198962
1851,himachal-pradesh,2019,4,kangra,181133
1852,himachal-pradesh,2019,4,shimla,124960
1853,himachal-pradesh,2019,4,mandi,111017
1854,himachal-pradesh,2019,4,sirmaur,69583
1855,himachal-pradesh,2019,4,kullu,66640
1856,himachal-pradesh,2019,4,hamirpur,66179
1857,himachal-pradesh,2019,4,una,61055
1858,himachal-pradesh,2019,4,bilaspur,48453
1859,himachal-pradesh,2019,4,chamba,43715
1860,himachal-pradesh,2020,1,solan,220293
1861,himachal-pradesh,2020,1,kangra,205367
1862,himachal-pradesh,2020,1,shimla,139890
1863,himachal-pradesh,2020,1,mandi,124971
1864,himachal-pradesh,2020,1,sirmaur,77972
1865,himachal-pradesh,2020,1,kullu,74668
1866,himachal-pradesh,2020,1,hamirpur,73945
1867,himachal-pradesh,2020,1,una,68564
1868,himachal-pradesh,2020,1,bilaspur,54024
1869,himachal-pradesh,2020,1,chamba,50169
1870,himachal-pradesh,2020,2,solan,243732
1871,himachal-pradesh,2020,2,kangra,235773
1872,himachal-pradesh,2020,2,shimla,156539
1873,himachal-pradesh,2020,2,mandi,142668
1874,himachal-pradesh,2020,2,sirmaur,88117
1875,himachal-pradesh,2020,2,hamirpur,84216
1876,himachal-pradesh,2020,2,kullu,82616
1877,himachal-pradesh,2020,2,una,78363
1878,himachal-pradesh,2020,2,bilaspur,61050
1879,himachal-pradesh,2020,2,chamba,58362
1880,himachal-pradesh,2020,3,solan,265701
1881,himachal-pradesh,2020,3,kangra,261293
1882,himachal-pradesh,2020,3,shimla,172418
1883,himachal-pradesh,2020,3,mandi,158237
1884,himachal-pradesh,2020,3,sirmaur,97464
1885,himachal-pradesh,2020,3,hamirpur,93465
1886,himachal-pradesh,2020,3,kullu,90699
1887,himachal-pradesh,2020,3,una,86177
1888,himachal-pradesh,2020,3,bilaspur,67233
1889,himachal-pradesh,2020,3,chamba,65214
1890,himachal-pradesh,2020,4,solan,289889
1891,himachal-pradesh,2020,4,kangra,285210
1892,himachal-pradesh,2020,4,shimla,189005
1893,himachal-pradesh,2020,4,mandi,173403
1894,himachal-pradesh,2020,4,sirmaur,107144
1895,himachal-pradesh,2020,4,hamirpur,101825
1896,himachal-pradesh,2020,4,kullu,99814
1897,himachal-pradesh,2020,4,una,93778
1898,himachal-pradesh,2020,4,bilaspur,73296
1899,himachal-pradesh,2020,4,chamba,72124
1900,himachal-pradesh,2021,1,solan,312360
1901,himachal-pradesh,2021,1,kangra,306531
1902,himachal-pradesh,2021,1,shimla,202911
1903,himachal-pradesh,2021,1,mandi,186340
1904,himachal-pradesh,2021,1,sirmaur,115705
1905,himachal-pradesh,2021,1,hamirpur,109372
1906,himachal-pradesh,2021,1,kullu,107536
1907,himachal-pradesh,2021,1,una,100832
1908,himachal-pradesh,2021,1,bilaspur,78663
1909,himachal-pradesh,2021,1,chamba,77599
1910,himachal-pradesh,2021,2,solan,334716
1911,himachal-pradesh,2021,2,kangra,329232
1912,himachal-pradesh,2021,2,shimla,218068
1913,himachal-pradesh,2021,2,mandi,200277
1914,himachal-pradesh,2021,2,sirmaur,124764
1915,himachal-pradesh,2021,2,hamirpur,117381
1916,himachal-pradesh,2021,2,kullu,115278
1917,himachal-pradesh,2021,2,una,108338
1918,himachal-pradesh,2021,2,bilaspur,84508
1919,himachal-pradesh,2021,2,chamba,83542
1920,himachal-pradesh,2021,3,solan,360324
1921,himachal-pradesh,2021,3,kangra,355274
1922,himachal-pradesh,2021,3,shimla,235163
1923,himachal-pradesh,2021,3,mandi,216188
1924,himachal-pradesh,2021,3,sirmaur,134870
1925,himachal-pradesh,2021,3,hamirpur,126753
1926,himachal-pradesh,2021,3,kullu,124078
1927,himachal-pradesh,2021,3,una,116973
1928,himachal-pradesh,2021,3,bilaspur,91291
1929,himachal-pradesh,2021,3,chamba,90344
1930,himachal-pradesh,2021,4,solan,385901
1931,himachal-pradesh,2021,4,kangra,380492
1932,himachal-pradesh,2021,4,shimla,251745
1933,himachal-pradesh,2021,4,mandi,231360
1934,himachal-pradesh,2021,4,sirmaur,144716
1935,himachal-pradesh,2021,4,hamirpur,135670
1936,himachal-pradesh,2021,4,kullu,132702
1937,himachal-pradesh,2021,4,una,125192
1938,himachal-pradesh,2021,4,bilaspur,97687
1939,himachal-pradesh,2021,4,chamba,96745
1940,himachal-pradesh,2022,1,solan,410487
1941,himachal-pradesh,2022,1,kangra,405048
1942,himachal-pradesh,2022,1,shimla,267642
1943,himachal-pradesh,2022,1,mandi,246307
1944,himachal-pradesh,2022,1,sirmaur,154267
1945,himachal-pradesh,2022,1,hamirpur,144434
1946,himachal-pradesh,2022,1,kullu,141024
1947,himachal-pradesh,2022,1,una,133249
1948,himachal-pradesh,2022,1,bilaspur,104121
1949,himachal-pradesh,2022,1,chamba,103270
1950,himachal-pradesh,2022,2,solan,433753
1951,himachal-pradesh,2022,2,kangra,427676
1952,himachal-pradesh,2022,2,shimla,282560
1953,himachal-pradesh,2022,2,mandi,260233
1954,himachal-pradesh,2022,2,sirmaur,163150
1955,himachal-pradesh,2022,2,hamirpur,152759
1956,himachal-pradesh,2022,2,kullu,148844
1957,himachal-pradesh,2022,2,una,140791
1958,himachal-pradesh,2022,2,bilaspur,110019
1959,himachal-pradesh,2022,2,chamba,109087
1960,himachal-pradesh,2022,3,solan,457393
1961,himachal-pradesh,2022,3,kangra,449619
1962,himachal-pradesh,2022,3,shimla,296508
1963,himachal-pradesh,2022,3,mandi,273475
1964,himachal-pradesh,2022,3,sirmaur,171743
1965,himachal-pradesh,2022,3,hamirpur,160759
1966,himachal-pradesh,2022,3,kullu,156387
1967,himachal-pradesh,2022,3,una,148148
1968,himachal-pradesh,2022,3,bilaspur,115654
1969,himachal-pradesh,2022,3,chamba,114576
1970,himachal-pradesh,2022,4,solan,479537
1971,himachal-pradesh,2022,4,kangra,468410
1972,himachal-pradesh,2022,4,shimla,308448
1973,himachal-pradesh,2022,4,mandi,284425
1974,himachal-pradesh,2022,4,sirmaur,179223
1975,himachal-pradesh,2022,4,hamirpur,167686
1976,himachal-pradesh,2022,4,kullu,162922
1977,himachal-pradesh,2022,4,una,154314
1978,himachal-pradesh,2022,4,bilaspur,120345
1979,himachal-pradesh,2022,4,chamba,118985
1980,jammu-&-kashmir,2018,1,jammu,45294
1981,jammu-&-kashmir,2018,1,srinagar,18233
1982,jammu-&-kashmir,2018,1,baramulla,16299
1983,jammu-&-kashmir,2018,1,budgam,11594
1984,jammu-&-kashmir,2018,1,anantnag,11556
1985,jammu-&-kashmir,2018,1,udhampur,8457
1986,jammu-&-kashmir,2018,1,pulwama,8441
1987,jammu-&-kashmir,2018,1,kathua,8039
1988,jammu-&-kashmir,2018,1,kupwara,7254
1989,jammu-&-kashmir,2018,1,samba,6534
1990,jammu-&-kashmir,2018,2,jammu,64681
1991,jammu-&-kashmir,2018,2,srinagar,27035
1992,jammu-&-kashmir,2018,2,baramulla,25870
1993,jammu-&-kashmir,2018,2,budgam,17809
1994,jammu-&-kashmir,2018,2,anantnag,16373
1995,jammu-&-kashmir,2018,2,pulwama,12218
1996,jammu-&-kashmir,2018,2,udhampur,12195
1997,jammu-&-kashmir,2018,2,kathua,11778
1998,jammu-&-kashmir,2018,2,kupwara,11482
1999,jammu-&-kashmir,2018,2,samba,9601
2000,jammu-&-kashmir,2018,3,jammu,86877
2001,jammu-&-kashmir,2018,3,srinagar,35583
2002,jammu-&-kashmir,2018,3,baramulla,31069
2003,jammu-&-kashmir,2018,3,budgam,22301
2004,jammu-&-kashmir,2018,3,anantnag,20234
2005,jammu-&-kashmir,2018,3,udhampur,16058
2006,jammu-&-kashmir,2018,3,kathua,15849
2007,jammu-&-kashmir,2018,3,kupwara,15754
2008,jammu-&-kashmir,2018,3,pulwama,15427
2009,jammu-&-kashmir,2018,3,samba,13304
2010,jammu-&-kashmir,2018,4,jammu,113005
2011,jammu-&-kashmir,2018,4,srinagar,44328
2012,jammu-&-kashmir,2018,4,baramulla,37661
2013,jammu-&-kashmir,2018,4,budgam,27710
2014,jammu-&-kashmir,2018,4,anantnag,24448
